,airportcode,airportcodecopy,airport,city,country,lat,long,currencycode,toeuro,fromeuro
4890,OTS,OTS,Anacortes Airport,Anacortes,United States,48.498889,-122.6625,USD,0.9488,1.0541
4891,AST,AST,Astoria Regional Airport,Astoria,United States,46.157971999999994,-123.878694,USD,0.9488,1.0541
4892,ONP,ONP,Newport Municipal Airport,Newport,United States,44.580360999999996,-124.05791699999999,USD,0.9488,1.0541
4893,EMK,EMK,Emmonak Airport,Emmonak,United States,62.786111,-164.490833,USD,0.9488,1.0541
4894,UNK,UNK,Unalakleet Airport,Unalakleet,United States,63.888332999999996,-160.798889,USD,0.9488,1.0541
4895,UUK,UUK,Ugnu-Kuparuk Airport,Kuparuk,United States,70.330833,-149.5975,USD,0.9488,1.0541
4896,SHX,SHX,Shageluk Airport,Shageluk,United States,62.692221999999994,-159.569167,USD,0.9488,1.0541
4897,CHU,CHU,Chuathbaluk Airport,Chuathbaluk,United States,61.579167000000005,-159.215556,USD,0.9488,1.0541
4898,NUI,NUI,Nuiqsut Airport,Nuiqsut,United States,70.21,-151.005556,USD,0.9488,1.0541
4899,EEK,EEK,Eek Airport,Eek,United States,60.213611,-162.04388899999998,USD,0.9488,1.0541
4900,KUK,KUK,Kasigluk Airport,Kasigluk,United States,60.873332999999995,-162.524444,USD,0.9488,1.0541
4901,KWT,KWT,Kwethluk Airport,Kwethluk,United States,60.790278,-161.443611,USD,0.9488,1.0541
4902,KWK,KWK,Kwigillingok Airport,Kwigillingok,United States,59.876389,-163.168611,USD,0.9488,1.0541
4903,MLL,MLL,Marshall Don Hunter Sr. Airport,Marshall,United States,61.864641799999994,-162.02611100000001,USD,0.9488,1.0541
4904,RSH,RSH,Russian Mission Airport,Russian Mission,United States,61.775,-161.319444,USD,0.9488,1.0541
4905,WTL,WTL,Tuntutuliak Airport,Tuntutuliak,United States,60.335278,-162.666944,USD,0.9488,1.0541
4906,KEK,KEK,Ekwok Airport,Ekwok,United States,59.35694399999999,-157.471111,USD,0.9488,1.0541
4907,KGK,KGK,Koliganek Airport,Koliganek,United States,59.726667000000006,-157.259444,USD,0.9488,1.0541
4908,KLL,KLL,Levelock Airport,Levelock,United States,59.12805600000001,-156.858611,USD,0.9488,1.0541
4909,KMO,KMO,Manokotak Airport,Manokotak,United States,58.990278,-159.05,USD,0.9488,1.0541
4910,TWA,TWA,Twin Hills Airport,Twin Hills,United States,59.07444399999999,-160.275,USD,0.9488,1.0541
4911,CIK,CIK,Chalkyitsik Airport,Chalkyitsik,United States,66.645,-143.74,USD,0.9488,1.0541
4912,EAA,EAA,Eagle Airport,Eagle,United States,64.778056,-141.149722,USD,0.9488,1.0541
4913,HUS,HUS,Hughes Airport,Hughes,United States,66.039167,-154.264722,USD,0.9488,1.0541
4914,HSL,HSL,Huslia Airport,Huslia,United States,65.697778,-156.35138899999998,USD,0.9488,1.0541
4915,LIV,LIV,Livingood Airport,Livingood,United States,65.531111,-148.541111,USD,0.9488,1.0541
4916,MNT,MNT,Minto Airport,Minto,United States,65.14361099999999,-149.37,USD,0.9488,1.0541
4917,NUL,NUL,Nulato Airport,Nulato,United States,64.729444,-158.074167,USD,0.9488,1.0541
4918,RMP,RMP,Rampart Airport,Rampart,United States,65.507778,-150.14083300000001,USD,0.9488,1.0541
4919,TAL,TAL,Tanana Airport,Tanana,United States,65.179556,-152.07583300000002,USD,0.9488,1.0541
4920,VEE,VEE,Venetie Airport,Venetie,United States,67.008611,-146.366389,USD,0.9488,1.0541
4921,WBQ,WBQ,Beaver Airport,Beaver,United States,66.362222,-147.406667,USD,0.9488,1.0541
4922,CEM,CEM,Central Airport,Central,United States,65.57388900000001,-144.780833,USD,0.9488,1.0541
4923,SHG,SHG,Shungnak Airport,Shungnak,United States,66.888056,-157.1625,USD,0.9488,1.0541
4924,KBC,KBC,Birch Creek Airport,Brich Creek,United States,66.25670799999999,-145.815319,USD,0.9488,1.0541
4925,CXF,CXF,Coldfoot Airport,Coldfoot,United States,67.251389,-150.17611100000002,USD,0.9488,1.0541
4926,IYK,IYK,Inyokern Airport,Inyokern,United States,35.658889,-117.829444,USD,0.9488,1.0541
4927,VIS,VIS,Visalia Municipal Airport,Visalia,United States,36.318611,-119.392778,USD,0.9488,1.0541
4928,MCE,MCE,Merced Municipal Airport,Merced,United States,37.284721999999995,-120.51388899999999,USD,0.9488,1.0541
4929,AGN,AGN,Angoon Seaplane Base,Angoon,United States,57.503611,-134.585,USD,0.9488,1.0541
4930,ELV,ELV,Elfin Cove Seaplane Base,Elfin Cove,United States,58.195278,-136.3475,USD,0.9488,1.0541
4931,TKE,TKE,Tenakee Seaplane Base,Tenakee Springs,United States,57.779722,-135.218333,USD,0.9488,1.0541
4932,PEC,PEC,Pelican Seaplane Base,Pelican,United States,57.955278,-136.236389,USD,0.9488,1.0541
4933,CYM,CYM,Chatham Seaplane Base,Sitka,United States,57.515,-134.946111,USD,0.9488,1.0541
4934,FNR,FNR,Funter Bay Seaplane Base,Funter Bay,United States,58.25444399999999,-134.89777800000002,USD,0.9488,1.0541
4935,EXI,EXI,Excursion Inlet Seaplane Base,Excursion Inlet,United States,58.420556000000005,-135.449167,USD,0.9488,1.0541
4936,HNH,HNH,Hoonah Airport,Hoonah,United States,58.096111,-135.409722,USD,0.9488,1.0541
4937,AFE,AFE,Kake Airport,Kake,United States,56.961389000000004,-133.910278,USD,0.9488,1.0541
4938,CGA,CGA,Craig Seaplane Base,Craig,United States,55.478889,-133.14777800000002,USD,0.9488,1.0541
4939,HYL,HYL,Hollis Seaplane Base,Hollis,United States,55.481667,-132.64611100000002,USD,0.9488,1.0541
4940,MTM,MTM,Metlakatla Seaplane Base,Metakatla,United States,55.131111,-131.578056,USD,0.9488,1.0541
4941,KTB,KTB,Thorne Bay Seaplane Base,Thorne Bay,United States,55.688056,-132.536667,USD,0.9488,1.0541
4942,HYG,HYG,Hydaburg Seaplane Base,Hydaburg,United States,55.206389,-132.82833300000001,USD,0.9488,1.0541
4943,WHD,WHD,Hyder Seaplane Base,Hyder,United States,55.903332999999996,-130.006667,USD,0.9488,1.0541
4944,KPB,KPB,Point Baker Seaplane Base,Point Baker,United States,56.351943999999996,-133.6225,USD,0.9488,1.0541
4945,PPV,PPV,Port Protection Seaplane Base,Port Protection,United States,56.328889000000004,-133.61,USD,0.9488,1.0541
4946,WWP,WWP,North Whale Seaplane Base,North Whale Pass,United States,56.116389,-133.121667,USD,0.9488,1.0541
4947,KCQ,KCQ,Chignik Lake Airport,Chignik Lake,United States,56.255,-158.77527800000001,USD,0.9488,1.0541
4948,EGX,EGX,Egegik Airport,Egegik,United States,58.185556000000005,-157.37555600000002,USD,0.9488,1.0541
4949,KCL,KCL,Chignik Lagoon Airport,Chignik Lagoon,United States,56.311111,-158.534167,USD,0.9488,1.0541
4950,KBW,KBW,Chignik Bay Seaplane Base,Chignik,United States,56.295556000000005,-158.401398,USD,0.9488,1.0541
4951,KPV,KPV,Perryville Airport,Perryville,United States,55.906667000000006,-159.160833,USD,0.9488,1.0541
4952,PIP,PIP,Pilot Point Airport,Pilot Point,United States,57.585393,-157.571944,USD,0.9488,1.0541
4953,WSN,WSN,South Naknek Airport,South Naknek,United States,58.702222,-157.0025,USD,0.9488,1.0541
4954,AKK,AKK,Akhiok Airport,Akhiok,United States,56.938611,-154.1825,USD,0.9488,1.0541
4955,KYK,KYK,Karuluk Airport,Karluk,United States,57.56694399999999,-154.450278,USD,0.9488,1.0541
4956,KLN,KLN,Larsen Bay Airport,Larsen Bay,United States,57.535,-153.976667,USD,0.9488,1.0541
4957,OLH,OLH,Old Harbor Airport,Old Harbor,United States,57.218056000000004,-153.269722,USD,0.9488,1.0541
4958,KOZ,KOZ,Ouzinkie Airport,Ouzinkie,United States,57.922876,-152.50051100000002,USD,0.9488,1.0541
4959,ORI,ORI,Port Lions Airport,Port Lions,United States,57.885278,-152.846111,USD,0.9488,1.0541
4960,ALZ,ALZ,Alitak Seaplane Base,Lazy Bay,United States,56.899443999999995,-154.247778,USD,0.9488,1.0541
4961,AOS,AOS,Amook Bay Seaplane Base,Amook Bay,United States,57.471389,-153.815278,USD,0.9488,1.0541
4962,KKB,KKB,Kitoi Bay Seaplane Base,Kitoi Bay,United States,58.190833,-152.370556,USD,0.9488,1.0541
4963,KMY,KMY,Moser Bay Seaplane Base,Moser Bay,United States,57.02555600000001,-154.145833,USD,0.9488,1.0541
4964,KOY,KOY,Olga Bay Seaplane Base,Olga Bay,United States,57.161389,-154.229722,USD,0.9488,1.0541
4965,KPY,KPY,Port Bailey Seaplane Base,Port Bailey,United States,57.93,-153.040556,USD,0.9488,1.0541
4966,KPR,KPR,Port Williams Seaplane Base,Port Williams,United States,58.49,-152.582222,USD,0.9488,1.0541
4967,SYB,SYB,Seal Bay Seaplane Base,Seal Bay,United States,58.166667000000004,-152.5,USD,0.9488,1.0541
4968,WSJ,WSJ,San Juan - Uganik Seaplane Base,San Juan,United States,57.730278000000006,-153.320556,USD,0.9488,1.0541
4969,KWP,KWP,West Point Village Seaplane Base,West Point,United States,57.77,-153.548889,USD,0.9488,1.0541
4970,KZB,KZB,Zachar Bay Seaplane Base,Zachar Bay,United States,57.55,-153.75,USD,0.9488,1.0541
4971,ABL,ABL,Ambler Airport,Ambler,United States,67.10638900000001,-157.8575,USD,0.9488,1.0541
4972,BKC,BKC,Buckland Airport,Buckland,United States,65.981667,-161.149167,USD,0.9488,1.0541
4973,IAN,IAN,Bob Baker Memorial Airport,Kiana,United States,66.975833,-160.436667,USD,0.9488,1.0541
4974,OBU,OBU,Kobuk Airport,Kobuk,United States,66.912222,-156.897222,USD,0.9488,1.0541
4975,ORV,ORV,Robert Curtis Memorial Airport,Noorvik,United States,66.8175,-161.022222,USD,0.9488,1.0541
4976,WLK,WLK,Selawik Airport,Selawik,United States,66.6,-159.985833,USD,0.9488,1.0541
4977,KTS,KTS,Brevig Mission Airport,Brevig Mission,United States,65.331389,-166.465833,USD,0.9488,1.0541
4978,ELI,ELI,Elim Airport,Elim,United States,64.615,-162.270556,USD,0.9488,1.0541
4979,GLV,GLV,Golovin Airport,Golovin,United States,64.550556,-163.00722199999998,USD,0.9488,1.0541
4980,TLA,TLA,Teller Airport,Teller,United States,65.240278,-166.339444,USD,0.9488,1.0541
4981,WAA,WAA,Wales Airport,Wales,United States,65.6225,-168.095,USD,0.9488,1.0541
4982,WMO,WMO,White Mountain Airport,White Mountain,United States,64.689167,-163.412778,USD,0.9488,1.0541
4983,CIL,CIL,Council Airport,Council,United States,64.897778,-163.70333300000001,USD,0.9488,1.0541
4984,KKA,KKA,Koyuk Alfred Adams Airport,Koyuk,United States,64.939444,-161.154167,USD,0.9488,1.0541
4985,SMK,SMK,St. Michael Airport,St. Michael,United States,63.49,-162.110278,USD,0.9488,1.0541
4986,SKK,SKK,Shaktoolik Airport,Shaktoolik,United States,64.371111,-161.22388899999999,USD,0.9488,1.0541
4987,WBB,WBB,Stebbins Airport,Stebbins,United States,63.51583299999999,-162.278056,USD,0.9488,1.0541
4988,TNC,TNC,Tin City LRRS Airport,Tin City,United States,65.563056,-167.92166699999999,USD,0.9488,1.0541
4989,AKB,AKB,Atka Airport,Atka,United States,52.220278,-174.206389,USD,0.9488,1.0541
4990,IKO,IKO,Nikolski Air Station,Nikolski,United States,52.941667,-168.84888899999999,USD,0.9488,1.0541
4991,ICY,ICY,Icy Bay Airport,Icy Bay,United States,59.968889000000004,-141.661667,USD,0.9488,1.0541
4992,CYT,CYT,Yakataga Airport,Yakataga,United States,60.081901,-142.49361100000002,USD,0.9488,1.0541
4993,AUK,AUK,Alakanuk Airport,Alakanuk,United States,62.68,-164.66,USD,0.9488,1.0541
4994,SXP,SXP,Sheldon Point Airport,Nunam Iqua,United States,62.520556000000006,-164.847778,USD,0.9488,1.0541
4995,KPN,KPN,Kipnuk Airport,Kipnuk,United States,59.93305600000001,-164.03055600000002,USD,0.9488,1.0541
4996,KFP,KFP,False Pass Airport,False Pass,United States,54.8475,-163.410278,USD,0.9488,1.0541
4997,NLG,NLG,Nelson Lagoon,Nelson Lagoon,United States,56.0075,-161.160278,USD,0.9488,1.0541
4998,PML,PML,Port Moller Airport,Cold Bay,United States,56.006111,-160.560833,USD,0.9488,1.0541
4999,KLW,KLW,Klawock Airport,Klawock,United States,55.579167000000005,-133.076111,USD,0.9488,1.0541
5000,KWN,KWN,Quinhagak Airport,Quinhagak,United States,59.755,-161.845278,USD,0.9488,1.0541
5001,KOT,KOT,Kotlik Airport,Kotlik,United States,63.030556000000004,-163.532778,USD,0.9488,1.0541
5002,KYU,KYU,Koyukuk Airport,Koyukuk,United States,64.875833,-157.730556,USD,0.9488,1.0541
5003,SCM,SCM,Scammon Bay Airport,Scammon Bay,United States,61.845278,-165.57138899999998,USD,0.9488,1.0541
5004,NNL,NNL,Nondalton Airport,Nondalton,United States,59.96694399999999,-154.851667,USD,0.9488,1.0541
5005,PDB,PDB,Pedro Bay Airport,Pedro Bay,United States,59.782222,-154.1325,USD,0.9488,1.0541
5006,NUP,NUP,Nunapitchuk Airport,Nunapitchuk,United States,60.905832999999994,-162.439167,USD,0.9488,1.0541
5007,KKH,KKH,Kongiganak Airport,Kongiganak,United States,59.960832999999994,-162.881111,USD,0.9488,1.0541
5008,NIB,NIB,Nikolai Airport,Nikolai,United States,63.010833,-154.38388899999998,USD,0.9488,1.0541
5009,TCT,TCT,Takotna Airport,Takotna,United States,62.97194399999999,-156.082778,USD,0.9488,1.0541
5010,PQS,PQS,Pilot Station Airport,Pilot Station,United States,61.93444399999999,-162.899444,USD,0.9488,1.0541
5011,AKI,AKI,Akiak Airport,Akiak,United States,60.902778000000005,-161.230556,USD,0.9488,1.0541
5012,TLT,TLT,Tuluksak Airport,Tuluksak,United States,61.09694399999999,-160.96944399999998,USD,0.9488,1.0541
5013,KGX,KGX,Grayling Airport,Grayling,United States,62.89444399999999,-160.065,USD,0.9488,1.0541
5014,AIN,AIN,Wainwright Airport,Wainwright,United States,70.638056,-159.994722,USD,0.9488,1.0541
5015,NCN,NCN,Chenega Bay Airport,Chenega,United States,60.077222,-147.991944,USD,0.9488,1.0541
5016,CZN,CZN,Chisana Airport,Chisana,United States,62.071111,-142.048333,USD,0.9488,1.0541
5017,IRC,IRC,Circle City Airport,Circle,United States,65.82777800000001,-144.076111,USD,0.9488,1.0541
5018,KCC,KCC,Coffman Cove Seaplane Base,Coffman Cove,United States,56.014722,-132.833889,USD,0.9488,1.0541
5019,CKD,CKD,Crooked Creek Airport,Crooked Creek,United States,61.867778,-158.135,USD,0.9488,1.0541
5020,RDV,RDV,Red Devil Airport,Red Devil,United States,61.788056000000005,-157.350278,USD,0.9488,1.0541
5021,SLQ,SLQ,Sleetmute Airport,Sleetmute,United States,61.700566,-157.16583300000002,USD,0.9488,1.0541
5022,SRV,SRV,Stony River 2 Airport,Stony River,United States,61.7875,-156.591111,USD,0.9488,1.0541
5023,HKB,HKB,Healy River Airport,Healy,United States,63.8675,-148.968889,USD,0.9488,1.0541
5024,KAE,KAE,Kake Seaplane Base,Kake,United States,56.97305600000001,-133.945556,USD,0.9488,1.0541
5025,AQC,AQC,Klawock Seaplane Base,Klawock,United States,55.554657999999996,-133.10169299999998,USD,0.9488,1.0541
5026,MHM,MHM,Minchumina Airport,Lake Minchumina,United States,63.886111,-152.301944,USD,0.9488,1.0541
5027,MLY,MLY,Manley Hot Springs Airport,Manley Hot Springs,United States,64.9975,-150.64416699999998,USD,0.9488,1.0541
5028,STG,STG,St. George Airport,St. George,United States,56.577222,-169.663611,USD,0.9488,1.0541
5029,TEK,TEK,Tatitlek Airport,Tatitlek,United States,60.8725,-146.691111,USD,0.9488,1.0541
5030,WFB,WFB,Ketchikan harbor Seaplane Base,Ketchikan,United States,55.344443999999996,-131.663333,USD,0.9488,1.0541
5031,CPS,CPS,St. Louis Downtown Airport,East St. Louis,United States,38.5707244,-90.1562211,USD,0.9488,1.0541
5032,MRB,MRB,Eastern WV Regional Airport,Martinsburg,United States,39.2407,-77.59100000000001,USD,0.9488,1.0541
5033,RKH,RKH,Rock Hill York Co Bryant Airport,Rock Hill,United States,34.9878,-81.0572,USD,0.9488,1.0541
5034,AGC,AGC,Allegheny County Airport,Pittsburgh,United States,40.3544,-79.9302,USD,0.9488,1.0541
5035,NZC,NZC,Cecil Field,Jacksonville,United States,30.2187,-81.8767,USD,0.9488,1.0541
5036,FTY,FTY,Fulton County Airport Brown Field,Atlanta,United States,33.7791,-84.5214,USD,0.9488,1.0541
5037,OSU,OSU,Ohio State University Airport,Columbus,United States,40.0798,-83.073,USD,0.9488,1.0541
5038,ADS,ADS,Addison,Addison,United States,32.9685594,-96.8364478,USD,0.9488,1.0541
5039,DTS,DTS,Destin,Destin,United States,30.400061100000002,-86.4714772,USD,0.9488,1.0541
5040,RBN,RBN,Fort Jefferson,Fort Jefferson - Dry Tortugas,United States,24.616670000000003,-82.86667,USD,0.9488,1.0541
5041,ISO,ISO,Kinston Regional Jetport,Kinston,United States,35.331389,-77.608889,USD,0.9488,1.0541
5042,FFA,FFA,First Flight Airport,Kill Devil Hills,United States,36.02,-75.67,USD,0.9488,1.0541
5043,PVU,PVU,Provo Municipal Airport,Provo,United States,40.21805555,-111.7222222,USD,0.9488,1.0541
5044,SBS,SBS,Steamboat Springs Airport-Bob Adams Field,Steamboat Springs,United States,40.51625,-106.86630559999999,USD,0.9488,1.0541
5045,DTA,DTA,Delta Municipal Airport,Delta,United States,39.3806386,-112.50771470000001,USD,0.9488,1.0541
5046,RIF,RIF,Richfield Minicipal Airport,Richfield,United States,38.736436100000006,-112.09894440000001,USD,0.9488,1.0541
5047,PUC,PUC,Carbon County Regional-Buck Davis Field,Price,United States,39.609722,-110.75278,USD,0.9488,1.0541
5048,LAM,LAM,Los Alamos Airport,Los Alamos,United States,35.8798019,-106.26941529999999,USD,0.9488,1.0541
5049,BXS,BXS,Borrego Valley Airport,Borrego Springs,United States,33.2590278,-116.3209722,USD,0.9488,1.0541
5050,HII,HII,Lake Havasu City Airport,Lake Havasu City,United States,34.5711111,-114.3582778,USD,0.9488,1.0541
5051,INW,INW,Winslow-Lindbergh Regional Airport,Winslow,United States,35.0219167,-110.7225278,USD,0.9488,1.0541
5052,DGL,DGL,Douglas Municipal Airport,Douglas,United States,31.342602799999998,-109.5064544,USD,0.9488,1.0541
5053,BOW,BOW,Bartow Municipal Airport,Bartow,United States,27.9434,-81.7834,USD,0.9488,1.0541
5054,LVK,LVK,Livermore Municipal,Livermore,United States,37.41362,-121.49133,USD,0.9488,1.0541
5055,MPI,MPI,MariposaYosemite,Mariposa,United States,37.3039,-120.0222,USD,0.9488,1.0541
5056,TRM,TRM,Jacqueline Cochran Regional Airport,Palm Springs,United States,33.626666,-116.15966670000002,USD,0.9488,1.0541
5057,SMO,SMO,Santa Monica Municipal Airport,Santa Monica,United States,34.0158333,-118.45130559999998,USD,0.9488,1.0541
5058,UDD,UDD,Bermuda Dunes Airport,Palm Springs,United States,33.7484375,-116.27481329999999,USD,0.9488,1.0541
5059,ZSY,ZSY,Scottsdale Airport,Scottsdale,United States,33.6228889,-111.9105278,USD,0.9488,1.0541
5060,OLM,OLM,Olympia Regional Airpor,Olympia,United States,46.9694044,-122.90254469999999,USD,0.9488,1.0541
5061,DWA,DWA,Yolo County Airport,Davis-Woodland-Winters,United States,38.5793889,-121.85694440000002,USD,0.9488,1.0541
5062,RIL,RIL,Garfield County Regional Airport,Rifle,United States,39.5263056,-107.72694440000001,USD,0.9488,1.0541
5063,SAA,SAA,Shively Field Airport,SARATOGA,United States,41.4448594,-106.82352639999999,USD,0.9488,1.0541
5064,PDK,PDK,Dekalb-Peachtree Airport,Atlanta,United States,33.8756111,-84.30197220000001,USD,0.9488,1.0541
5065,BMG,BMG,Monroe County Airport,Bloomington,United States,39.146020799999995,-86.6166805,USD,0.9488,1.0541
5066,SUA,SUA,Witham Field Airport,Stuart,United States,27.181699600000005,-80.221294,USD,0.9488,1.0541
5067,MMU,MMU,Morristown Municipal Airport,Morristown,United States,40.79935,-74.4148747,USD,0.9488,1.0541
5068,APC,APC,Napa County Airport,Napa,United States,38.2131944,-122.28069440000002,USD,0.9488,1.0541
5069,SDM,SDM,Brown Field Municipal Airport,San Diego,United States,32.5722722,-116.9801611,USD,0.9488,1.0541
5070,PHK,PHK,Pahokee Airport,Pahokee,United States,26.789,-80.692,USD,0.9488,1.0541
5071,ECP,ECP,Panama City-NW Florida Bea.,Panama City,United States,30.3417,-85.7973,USD,0.9488,1.0541
5072,SBD,SBD,San Bernardino International Airport,San Bernardino,United States,34.0953521,-117.23487220000001,USD,0.9488,1.0541
5073,SQL,SQL,San Carlos Airport,San Carlos,United States,37.511944,-122.249444,USD,0.9488,1.0541
5074,RWI,RWI,Rocky Mount Wilson Regional Airport,Rocky Mount,United States,35.8563,-77.8919,USD,0.9488,1.0541
5075,SXQ,SXQ,Soldotna Airport,Soldotna,United States,60.4749583,-151.0382389,USD,0.9488,1.0541
5076,SEE,SEE,Gillespie,El Cajon,United States,32.826222200000004,-116.97244440000001,USD,0.9488,1.0541
5077,TKF,TKF,Truckee-Tahoe Airport,Truckee,United States,39.3200422,-120.13956280000001,USD,0.9488,1.0541
5078,MGR,MGR,Moultrie Municipal Airport,Moultrie,United States,31.0849167,-83.80325,USD,0.9488,1.0541
5079,RYY,RYY,Cobb County Airport-Mc Collum Field,Atlanta,United States,34.0131569,-84.5970556,USD,0.9488,1.0541
5080,ONH,ONH,Oneonta Municipal Airport,Oneonta,United States,42.524722,-75.064444,USD,0.9488,1.0541
5081,LVM,LVM,Mission Field Airport,Livingston-Montana,United States,45.699388899999995,-110.44830559999998,USD,0.9488,1.0541
5082,BIV,BIV,Tulip City Airport,Holland,United States,42.7427778,-86.1078333,USD,0.9488,1.0541
5083,JRA,JRA,West 30th St. Heliport,New York,United States,40.7545,-74.0071,USD,0.9488,1.0541
5084,LAL,LAL,Lakeland Linder Regional Airport,Lakeland,United States,27.9889167,-82.0185556,USD,0.9488,1.0541
5085,IDL,IDL,Idlewild Intl,New York,United States,40.639751000000004,-73.778924,USD,0.9488,1.0541
5086,RBK,RBK,French Valley Airport,Murrieta-Temecula,United States,33.5741791,-117.1284732,USD,0.9488,1.0541
5087,PCW,PCW,Erie-Ottawa Regional Airport,Port Clinton,United States,41.516270299999995,-82.8694868,USD,0.9488,1.0541
5088,MGY,MGY,Dayton-Wright Brothers Airport,Dayton,United States,39.5889722,-84.2248611,USD,0.9488,1.0541
5089,RID,RID,Richmond Municipal Airport,Richmond,United States,39.756100599999996,-84.8427175,USD,0.9488,1.0541
5090,FDY,FDY,Findlay Airport,Findley,United States,41.0120278,-83.66861109999999,USD,0.9488,1.0541
5091,SPF,SPF,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States,44.4811407,-103.7860053,USD,0.9488,1.0541
5092,OLV,OLV,Olive Branch Muni,Olive Branch,United States,34.876944,-89.783333,USD,0.9488,1.0541
5093,BJC,BJC,Rocky Mountain Metropolitan Airport,Broomfield-CO,United States,39.90888888,-105.1172222,USD,0.9488,1.0541
5094,SLE,SLE,McNary Field,Salem,United States,44.9095,-123.00299999999999,USD,0.9488,1.0541
5095,UTM,UTM,Tunica Municipal Airport,Tunica,United States,34.681,-90.3467,USD,0.9488,1.0541
5096,MWC,MWC,Lawrence J Timmerman Airport,Milwaukee,United States,43.1103889,-88.03441670000001,USD,0.9488,1.0541
5097,JVL,JVL,Southern Wisconsin Regional Airport,Janesville,United States,42.62025,-89.0415556,USD,0.9488,1.0541
5098,GKY,GKY,Arlington Municipal,Arlington,United States,32.663861100000005,-97.09427779999999,USD,0.9488,1.0541
5099,LZU,LZU,Gwinnett County Airport-Briscoe Field,Lawrenceville,United States,33.9780761,-83.9623772,USD,0.9488,1.0541
5100,BWG,BWG,Bowling Green-Warren County Regional Airport,Bowling Green,United States,36.9645278,-86.41966670000001,USD,0.9488,1.0541
5101,RVS,RVS,Richard Lloyd Jones Jr Airport,Tulsa,United States,36.0396111,-95.98463890000001,USD,0.9488,1.0541
5102,BCE,BCE,Bryce Canyon,Bryce Canyon,United States,37.706444,-112.14580600000001,USD,0.9488,1.0541
5103,BUY,BUY,Burlington-Alamance Regional Airport,Burlington,United States,36.0485433,-79.47488919999999,USD,0.9488,1.0541
5104,JCI,JCI,New Century AirCenter Airport,Olathe,United States,38.8309167,-94.8903056,USD,0.9488,1.0541
5105,ESN,ESN,Easton-Newnam Field Airport,Easton,United States,38.8041667,-76.069,USD,0.9488,1.0541
5106,R49,R49,Ferry County Airport,Republic,United States,48.71820579999999,-118.65647140000002,USD,0.9488,1.0541
5107,MYV,MYV,Yuba County Airport,Yuba City,United States,39.0553,-121.3411,USD,0.9488,1.0541
5108,DUC,DUC,Halliburton Field Airport,Duncan,United States,34.4713056,-97.9598611,USD,0.9488,1.0541
5109,E91,E91,Chinle Municipal Airport,Chinle,United States,36.1108806,-109.5754222,USD,0.9488,1.0541
5110,UVA,UVA,Garner Field,Uvalde,United States,29.215428999999997,-99.748962,USD,0.9488,1.0541
5111,LOT,LOT,Lewis University Airport,Lockport,United States,41.606326,-88.083003,USD,0.9488,1.0541
5112,C16,C16,Frasca Field,Urbana,United States,40.144979,-88.200197,USD,0.9488,1.0541
5113,CCR,CCR,Buchanan Field Airport,Concord,United States,37.9896667,-122.05688889999999,USD,0.9488,1.0541
5114,OCA,OCA,Key Largo,Ocean Reef Club Airport,United States,25.325393,-80.274775,USD,0.9488,1.0541
5115,SGH,SGH,Springfield-Beckly Municipal Airport,Springfield,United States,39.8402778,-83.8401667,USD,0.9488,1.0541
5116,MPB,MPB,Miami Seaplane Base,Miami,United States,25.7783,-80.1703,USD,0.9488,1.0541
5117,TOP,TOP,Philip Billard Muni,Topeka,United States,39.068657,-95.62248199999999,USD,0.9488,1.0541
5118,EMP,EMP,Emporia Municipal Airport,Emporia,United States,38.3321,-96.1912,USD,0.9488,1.0541
5119,TKI,TKI,Collin County Regional Airport at Mc Kinney,DALLAS,United States,33.177944399999994,-96.59052779999999,USD,0.9488,1.0541
5120,PWK,PWK,Chicago Executive,Chicago-Wheeling,United States,42.11428970000001,-87.9015376,USD,0.9488,1.0541
5121,KLS,KLS,Kelso Longview,Kelso,United States,46.118,-122.898389,USD,0.9488,1.0541
5122,3W2,3W2,Put-in-Bay Airport,Put-in-Bay,United States,41.3521,-82.49700000000001,USD,0.9488,1.0541
5123,TWD,TWD,Jefferson County Intl,Port Townsend,United States,48.0314,-122.4838,USD,0.9488,1.0541
5124,38W,38W,Lynden Airport,Lynden,United States,48.955896100000004,-122.4581183,USD,0.9488,1.0541
5125,0S9,0S9,Jefferson County Intl,Port Townsend,United States,48.0538086,-122.81064359999999,USD,0.9488,1.0541
5126,ZRD,ZRD,Train Station,Richmond,United States,37.5343,-77.42945,USD,0.9488,1.0541
5127,ILN,ILN,Wilmington Airborne Airpark,Wilmington,United States,39.42792,-83.792118,USD,0.9488,1.0541
5128,AVW,AVW,Marana Regional,Tucson,United States,32.409556,-111.21838799999999,USD,0.9488,1.0541
5129,CGZ,CGZ,Casa Grande Municipal Airport,Casa Grande,United States,32.954889,-111.76683200000001,USD,0.9488,1.0541
5130,BXK,BXK,Buckeye Municipal Airport,Buckeye,United States,33.420417,-112.68618000000001,USD,0.9488,1.0541
5131,E63,E63,Gila Bend Municipal Airport,Gila Bend,United States,32.960169,-112.67363600000002,USD,0.9488,1.0541
5132,MMI,MMI,McMinn Co,Athens,United States,35.399190000000004,-84.56177,USD,0.9488,1.0541
5133,STK,STK,Sterling Municipal Airport,Sterling,United States,40.6153136,-103.2648454,USD,0.9488,1.0541
