,airportcode,airportcodecopy,airport,city,country,lat,long,currencycode,toeuro,fromeuro
1111,LZH,LZH,Bailian Airport,Liuzhou,China,24.2075,109.391,CNY,0.1545,6.4987
1112,ZHA,ZHA,Zhanjiang Airport,Zhanjiang,China,21.2144,110.35799999999999,CNY,0.1545,6.4987
1113,ENH,ENH,Enshi Airport,Enshi,China,30.3203,109.485,CNY,0.1545,6.4987
1114,NNY,NNY,Nanyang Airport,Nanyang,China,32.9808,112.615,CNY,0.1545,6.4987
1115,XFN,XFN,Xiangfan Airport,Xiangfan,China,32.1506,112.291,CNY,0.1545,6.4987
1116,YIH,YIH,Yichang Airport,Yichang,China,30.671,111.441,CNY,0.1545,6.4987
1117,AKA,AKA,Ankang Airport,Ankang,China,32.7081,108.931,CNY,0.1545,6.4987
1118,GOQ,GOQ,Golmud Airport,Golmud,China,34.633,98.867,CNY,0.1545,6.4987
1119,HZG,HZG,Hanzhong Airport,Hanzhong,China,33.0636,107.008,CNY,0.1545,6.4987
1120,IQN,IQN,Qingyang Airport,Qingyang,China,35.7997,107.603,CNY,0.1545,6.4987
1121,XNN,XNN,Xining Caojiabu Airport,Xining,China,36.5275,102.04299999999999,CNY,0.1545,6.4987
1122,ENY,ENY,Yan'an Airport,Yan'an,China,36.6369,109.554,CNY,0.1545,6.4987
1123,UYN,UYN,Yulin Airport,Yulin,China,38.2692,109.73100000000001,CNY,0.1545,6.4987
1124,DIG,DIG,Diqing Airport,Shangri-La,China,27.7936,99.6772,CNY,0.1545,6.4987
1125,LUM,LUM,Mangshi Airport,Luxi,China,24.4011,98.5317,CNY,0.1545,6.4987
1126,SYM,SYM,Simao Airport,Simao,China,22.7933,100.959,CNY,0.1545,6.4987
1127,ZAT,ZAT,Zhaotong Airport,Zhaotong,China,27.3256,103.755,CNY,0.1545,6.4987
1128,KOW,KOW,Ganzhou Airport,Ganzhou,China,25.8258,114.912,CNY,0.1545,6.4987
1129,JDZ,JDZ,Jingdezhen Airport,Jingdezhen,China,29.3386,117.176,CNY,0.1545,6.4987
1130,JIU,JIU,Jiujiang Lushan Airport,Jiujiang,China,29.733,115.98299999999999,CNY,0.1545,6.4987
1131,JUZ,JUZ,Quzhou Airport,Quzhou,China,28.9658,118.899,CNY,0.1545,6.4987
1132,LYG,LYG,Lianyungang Airport,Lianyungang,China,34.55,119.25,CNY,0.1545,6.4987
1133,HYN,HYN,Huangyan Luqiao Airport,Huangyan,China,28.5622,121.429,CNY,0.1545,6.4987
1134,LYI,LYI,Shubuling Airport,Linyi,China,35.0461,118.412,CNY,0.1545,6.4987
1135,JJN,JJN,Quanzhou Airport,Quanzhou,China,24.7964,118.59,CNY,0.1545,6.4987
1136,TXN,TXN,Tunxi International Airport,Huangshan,China,29.7333,118.256,CNY,0.1545,6.4987
1137,WEF,WEF,Weifang Airport,Weifang,China,36.6467,119.119,CNY,0.1545,6.4987
1138,WEH,WEH,Weihai Airport,Weihai,China,37.1871,122.229,CNY,0.1545,6.4987
1139,WUX,WUX,Wuxi Airport,Wuxi,China,31.4944,120.429,CNY,0.1545,6.4987
1140,WUS,WUS,Nanping Wuyishan Airport,Wuyishan,China,27.7019,118.001,CNY,0.1545,6.4987
1141,WNZ,WNZ,Wenzhou Yongqiang Airport,Wenzhou,China,27.9122,120.852,CNY,0.1545,6.4987
1142,YNZ,YNZ,Yancheng Airport,Yancheng,China,33.3856,120.125,CNY,0.1545,6.4987
1143,YIW,YIW,Yiwu Airport,Yiwu,China,29.3447,120.03200000000001,CNY,0.1545,6.4987
1144,HSN,HSN,Zhoushan Airport,Zhoushan,China,29.9342,122.36200000000001,CNY,0.1545,6.4987
1145,BPX,BPX,Qamdo Bangda Airport,Bangda,China,30.5536,97.1083,CNY,0.1545,6.4987
1146,DAX,DAX,Dachuan Airport,Dazhou,China,31.3,107.5,CNY,0.1545,6.4987
1147,GYS,GYS,Guangyuan Airport,Guangyuan,China,32.3911,105.70200000000001,CNY,0.1545,6.4987
1148,LZO,LZO,Luzhou Airport,Luzhou,China,28.8522,105.39299999999999,CNY,0.1545,6.4987
1149,MIG,MIG,Mianyang Airport,Mianyang,China,31.4281,104.741,CNY,0.1545,6.4987
1150,NAO,NAO,Nanchong Airport,Nanchong,China,30.754,106.06200000000001,CNY,0.1545,6.4987
1151,LZY,LZY,Nyingchi Airport,Nyingchi,China,29.3033,94.3353,CNY,0.1545,6.4987
1152,WXN,WXN,Wanxian Airport,Wanxian,China,30.8361,108.406,CNY,0.1545,6.4987
1153,AKU,AKU,Aksu Airport,Aksu,China,41.2625,80.2917,CNY,0.1545,6.4987
1154,IQM,IQM,Qiemo Airport,Qiemo,China,38.1494,85.5328,CNY,0.1545,6.4987
1155,KCA,KCA,Kuqa Airport,Kuqa,China,41.7181,82.9869,CNY,0.1545,6.4987
1156,KRL,KRL,Korla Airport,Korla,China,41.6978,86.1289,CNY,0.1545,6.4987
1157,KRY,KRY,Karamay Airport,Karamay,China,45.617,84.883,CNY,0.1545,6.4987
1158,YIN,YIN,Yining Airport,Yining,China,43.9558,81.3303,CNY,0.1545,6.4987
1159,HEK,HEK,Heihe Airport,Heihe,China,50.25,127.3,CNY,0.1545,6.4987
1160,JMU,JMU,Jiamusi Airport,Jiamusi,China,46.843394,130.465389,CNY,0.1545,6.4987
1161,JNZ,JNZ,Jinzhou Airport,Jinzhou,China,41.1014,121.06200000000001,CNY,0.1545,6.4987
1162,NDG,NDG,Qiqihar Sanjiazi Airport,Qiqihar,China,47.239628,123.918131,CNY,0.1545,6.4987
1163,YNJ,YNJ,Yanji Airport,Yanji,China,42.8828,129.451258,CNY,0.1545,6.4987
1164,AQG,AQG,Anqing Airport,Anqing,China,30.5822,117.0502,CNY,0.1545,6.4987
1165,JGS,JGS,Jing Gang Shan Airport,Ji An,China,26.8997,114.7375,CNY,0.1545,6.4987
1166,SHP,SHP,Shanhaiguan Airport,Qinhuangdao,China,39.9681,119.73100000000001,CNY,0.1545,6.4987
1167,YCU,YCU,Zhangxiao,Yuncheng,China,35.018,110.993,CNY,0.1545,6.4987
1168,LHW,LHW,Lanzhou Airport,Lanzhou,China,36.117,103.617,CNY,0.1545,6.4987
1169,JGN,JGN,Jiayuguan Airport,Jiayuguan,China,39.8569,98.3414,CNY,0.1545,6.4987
1170,DDG,DDG,Dandong,Dandong,China,40.0255,124.2866,CNY,0.1545,6.4987
1171,DSN,DSN,Ordos Ejin Horo,Dongsheng,China,39.85,110.03299999999999,CNY,0.1545,6.4987
1172,PZI,PZI,Panzhihua,Panzhihua,China,26.54,101.79899999999999,CNY,0.1545,6.4987
1173,JNG,JNG,Jining Airport ,Jining,China,35.417,116.53299999999999,CNY,0.1545,6.4987
1174,OHE,OHE,Heilongjiang Mohe Airport,Mohe County,China,52.915,122.427,CNY,0.1545,6.4987
1175,DAQ,DAQ,Daqing Saertu Airport,Daqing,China,46.583333,125.0,CNY,0.1545,6.4987
1176,CHG,CHG,Chaoyang Airport,Chaoyang,China,41.5381,120.435,CNY,0.1545,6.4987
1177,TCG,TCG,Tacheng Airport,Tacheng,China,46.6725,83.3408,CNY,0.1545,6.4987
1178,WUZ,WUZ,Changzhoudao Airport,Wuzhou,China,23.4567,111.24799999999999,CNY,0.1545,6.4987
1179,HMI,HMI,Hami Airport,Hami,China,42.8414,93.6692,CNY,0.1545,6.4987
1180,AAT,AAT,Altay Airport,Altay,China,47.866667,88.116667,CNY,0.1545,6.4987
1181,HHA,HHA,Huanghua Intl,Changsha,China,28.189158000000003,113.219633,CNY,0.1545,6.4987
1182,NZH,NZH,Manzhouli,Manzhouli,China,49.566666999999995,117.329444,CNY,0.1545,6.4987
1183,WUA,WUA,Wuhai,Wuhai,China,39.794444,106.799444,CNY,0.1545,6.4987
1184,TEN,TEN,Tongren,Tongren,China,27.884,109.31,CNY,0.1545,6.4987
1185,KNC,KNC,Jinggangshan,Jian,China,26.8575,114.737222,CNY,0.1545,6.4987
1186,SIA,SIA,Xi\\'An Xiguan,Xi\\'AN,China,34.3767,109.12,CNY,0.1545,6.4987
1187,FUO,FUO,Foshan,Foshan,China,23.133333,113.28333,CNY,0.1545,6.4987
1188,HUZ,HUZ,Huizhou,Huizhou,China,23.083332000000002,114.36667,CNY,0.1545,6.4987
1189,FUG,FUG,Fuyang Airport,Fuyang,China,32.9,115.816667,CNY,0.1545,6.4987
1190,LCX,LCX,Longyan Airport,Longyan,China,25.674167,116.746389,CNY,0.1545,6.4987
1191,BSD,BSD,Baoshan Airport,Baoshan,China,25.053333,99.16833299999999,CNY,0.1545,6.4987
1192,ACX,ACX,Xingyi Airport,Xingyi,China,25.0882,104.9587,CNY,0.1545,6.4987
1193,HZH,HZH,Liping Airport,Liping,China,26.206,109.039,CNY,0.1545,6.4987
1194,HJJ,HJJ,Zhijiang Airport,Zhijiang,China,27.441389,109.699722,CNY,0.1545,6.4987
1195,LNJ,LNJ,Lincang Airport,Lincang,China,23.738332999999997,100.025,CNY,0.1545,6.4987
1196,WNH,WNH,Wenshan Airport,Wenshan,China,23.375833,104.24305600000001,CNY,0.1545,6.4987
1197,TCZ,TCZ,Tengchong Tuofeng Airport,Tengchong,China,24.938651,98.483591,CNY,0.1545,6.4987
1198,YUS,YUS,Yushu Batang,Yushu,China,32.825,97.125,CNY,0.1545,6.4987
1199,HIA,HIA,Huai An Lianshui Airport,Huai An,China,33.7772,119.1478,CNY,0.1545,6.4987
1200,NGQ,NGQ,Gunsa,Shiquanhe,China,32.10027,80.052778,CNY,0.1545,6.4987
1201,ZHY,ZHY,Zhongwei Xiangshan Airport,Zhongwei,China,37.5728,105.1544,CNY,0.1545,6.4987
1202,AEB,AEB,Tianyang,Baise,China,23.72,106.96,CNY,0.1545,6.4987
1203,KJI,KJI,Kanas Airport,Burqin,China,48.221111,86.998056,CNY,0.1545,6.4987
1204,GZS,GZS,Guangzhou South Railway Station,Guangzhou,China,22.990081,113.27063100000001,CNY,0.1545,6.4987
1205,HDG,HDG,Hebei Handan Airport,Handan,China,36.524,114.43,CNY,0.1545,6.4987
1206,JXA,JXA,Jixi Airport,Jixi,China,45.30611,130.99667,CNY,0.1545,6.4987
1207,RKZ,RKZ,Shigatse Peace Airport,Shigatse,China,29.351667,89.306944,CNY,0.1545,6.4987
1208,BJS,BJS,All Airports,Beijing,China,39.904167,116.40722199999999,CNY,0.1545,6.4987
1209,RLK,RLK,Bayannur,Bayannur,China,40.926389,107.73888899999999,CNY,0.1545,6.4987
1210,JIQ,JIQ,Zhoubai,Qianjiang,China,29.515,108.83,CNY,0.1545,6.4987
1211,NBS,NBS,Changbaishan Airport,Baishan,China,42.088056,127.54888899999999,CNY,0.1545,6.4987
1212,LLF,LLF,Yongzhou Lingling Airport,Yongzhou,China,26.345556,111.612222,CNY,0.1545,6.4987
1213,TVS,TVS,Sannvhe,Tangshan,China,39.717444,118.002389,CNY,0.1545,6.4987
1214,YTY,YTY,Yangzhou Taizhou Airport,Yangzhou,China,32.5617,119.715,CNY,0.1545,6.4987
1215,THQ,THQ,Tianshui Airport,Tianshui,China,34.333,105.514,CNY,0.1545,6.4987
1216,KGT,KGT,Kangding Airport,Kangding,China,30.1575,101.73472199999999,CNY,0.1545,6.4987
1217,TLQ,TLQ,Turpan,Turpan,China,42.942328,89.185877,CNY,0.1545,6.4987
1218,GYU,GYU,Guyuan,Guyuan,China,36.078610999999995,106.21666699999999,CNY,0.1545,6.4987
1219,CNI,CNI,Changhai,Changhai,China,39.266389000000004,122.666944,CNY,0.1545,6.4987
1220,JGD,JGD,Jiagedaqi Airport,Jiagedaqi District,China,50.375,124.117,CNY,0.1545,6.4987
1221,BFJ,BFJ,Bijie Feixiong Airport,Bijie,China,27.253,105.426,CNY,0.1545,6.4987
1222,YIC,YIC,Yichun Mingyueshan Airport,Yichun,China,27.8033,114.3081,CNY,0.1545,6.4987
1223,LLV,LLV,Dawu,Lvliang,China,37.683333000000005,111.142778,CNY,0.1545,6.4987
1224,DCY,DCY,Yading Daocheng,Daocheng,China,29.3231,100.0533,CNY,0.1545,6.4987
1225,GXH,GXH,Gannan,Xiahe city,China,34.4909,102.3719,CNY,0.1545,6.4987
1226,NLT,NLT,Nalati,Xinyuan,China,43.433056,83.380278,CNY,0.1545,6.4987
1227,AXM,AXM,El Eden,Armenia,Colombia,4.452775,-75.766447,COP,0.0003621,2839.72
1228,PUU,PUU,Tres De Mayo,Puerto Asis,Colombia,0.505228,-76.50083599999999,COP,0.0003621,2839.72
1229,BGA,BGA,Palonegro,Bucaramanga,Colombia,7.1265,-73.18477800000001,COP,0.0003621,2839.72
1230,BOG,BOG,Eldorado Intl,Bogota,Colombia,4.701594,-74.146947,COP,0.0003621,2839.72
1231,BAQ,BAQ,Ernesto Cortissoz,Barranquilla,Colombia,10.889588999999999,-74.780819,COP,0.0003621,2839.72
1232,BSC,BSC,Jose Celestino Mutis,Bahia Solano,Colombia,6.202917,-77.394675,COP,0.0003621,2839.72
1233,BUN,BUN,Gerardo Tobar Lopez,Buenaventura,Colombia,3.819628,-76.989767,COP,0.0003621,2839.72
1234,CUC,CUC,Camilo Daza,Cucuta,Colombia,7.927567,-72.511547,COP,0.0003621,2839.72
1235,CTG,CTG,Rafael Nunez,Cartagena,Colombia,10.442381,-75.512961,COP,0.0003621,2839.72
1236,CLO,CLO,Alfonso Bonilla Aragon Intl,Cali,Colombia,3.543222,-76.38158299999999,COP,0.0003621,2839.72
1237,TCO,TCO,La Florida,Tumaco,Colombia,1.8144169999999997,-78.749228,COP,0.0003621,2839.72
1238,CZU,CZU,Las Brujas,Corozal,Colombia,9.332742,-75.28559399999999,COP,0.0003621,2839.72
1239,EJA,EJA,Yariguies,Barrancabermeja,Colombia,7.024331,-73.8068,COP,0.0003621,2839.72
1240,FLA,FLA,Gustavo Artunduaga Paredes,Florencia,Colombia,1.589189,-75.56437199999999,COP,0.0003621,2839.72
1241,GPI,GPI,Juan Casiano,Guapi,Colombia,2.5701330000000002,-77.8986,COP,0.0003621,2839.72
1242,IBE,IBE,Perales,Ibague,Colombia,4.421608,-75.1333,COP,0.0003621,2839.72
1243,IPI,IPI,San Luis,Ipiales,Colombia,0.861925,-77.671764,COP,0.0003621,2839.72
1244,LET,LET,Alfredo Vasquez Cobo,Leticia,Colombia,-4.193549,-69.943163,COP,0.0003621,2839.72
1245,EOH,EOH,Olaya Herrera,Medellin,Colombia,6.219958,-75.590519,COP,0.0003621,2839.72
1246,MGN,MGN,Baracoa,Magangue,Colombia,9.284739,-74.846092,COP,0.0003621,2839.72
1247,MTR,MTR,Los Garzones,Monteria,Colombia,8.823744,-75.82583100000001,COP,0.0003621,2839.72
1248,MVP,MVP,Fabio Alberto Leon Bentley,Mitu,Colombia,1.253664,-70.233878,COP,0.0003621,2839.72
1249,MZL,MZL,La Nubia,Manizales,Colombia,5.029597,-75.464708,COP,0.0003621,2839.72
1250,NVA,NVA,Benito Salas,Neiva,Colombia,2.95015,-75.294,COP,0.0003621,2839.72
1251,OCV,OCV,Aguas Claras,Ocana,Colombia,8.315061,-73.358331,COP,0.0003621,2839.72
1252,OTU,OTU,Otu,Otu,Colombia,7.010369,-74.715497,COP,0.0003621,2839.72
1253,PCR,PCR,Puerto Carreno,Puerto Carreno,Colombia,6.184717,-67.49316400000001,COP,0.0003621,2839.72
1254,PEI,PEI,Matecana,Pereira,Colombia,4.812675,-75.739519,COP,0.0003621,2839.72
1255,PPN,PPN,Guillermo Leon Valencia,Popayan,Colombia,2.4544,-76.609319,COP,0.0003621,2839.72
1256,PSO,PSO,Antonio Narino,Pasto,Colombia,1.396247,-77.291478,COP,0.0003621,2839.72
1257,PVA,PVA,El Embrujo,Providencia,Colombia,13.356944,-81.35833000000001,COP,0.0003621,2839.72
1258,MDE,MDE,Jose Maria Cordova,Rio Negro,Colombia,6.164536,-75.423119,COP,0.0003621,2839.72
1259,RCH,RCH,Almirante Padilla,Rio Hacha,Colombia,11.526222,-72.925958,COP,0.0003621,2839.72
1260,SJE,SJE,Jorge E Gonzalez Torres,San Jose Del Guaviare,Colombia,2.579694,-72.639358,COP,0.0003621,2839.72
1261,SMR,SMR,Simon Bolivar,Santa Marta,Colombia,11.11965,-74.23064699999999,COP,0.0003621,2839.72
1262,ADZ,ADZ,Gustavo Rojas Pinilla,San Andres Island,Colombia,12.583594,-81.71119200000001,COP,0.0003621,2839.72
1263,SVI,SVI,Eduardo Falla Solano,San Vincente De Caguan,Colombia,2.152175,-74.76635,COP,0.0003621,2839.72
1264,TME,TME,Tame,Tame,Colombia,6.451080999999999,-71.760261,COP,0.0003621,2839.72
1265,AUC,AUC,Santiago Perez,Arauca,Colombia,7.068881,-70.736925,COP,0.0003621,2839.72
1266,UIB,UIB,El Carano,Quibdo,Colombia,5.690758,-76.641181,COP,0.0003621,2839.72
1267,ULQ,ULQ,Farfan,Tulua,Colombia,4.088358,-76.23513299999999,COP,0.0003621,2839.72
1268,VUP,VUP,Alfonso Lopez Pumarejo,Valledupar,Colombia,10.435042,-73.24950600000001,COP,0.0003621,2839.72
1269,VVC,VVC,Vanguardia,Villavicencio,Colombia,4.167875,-73.613761,COP,0.0003621,2839.72
1270,EYP,EYP,El Alcaraván Airport,Yopal,Colombia,5.319114,-72.383975,COP,0.0003621,2839.72
1271,TCD,TCD,Tarapacá Airport,Tarapacá,Colombia,-2.867,-69.733,COP,0.0003621,2839.72
1272,APO,APO,Apartadó Airport,Apartadó,Colombia,7.0329999999999995,-77.2,COP,0.0003621,2839.72
1273,PDA,PDA,Obando Airport,Puerto Inírida,Colombia,3.85,-67.91,COP,0.0003621,2839.72
1274,NQU,NQU,Reyes Murillo Airport,Nuquí,Colombia,5.7,-77.28,COP,0.0003621,2839.72
1275,LPD,LPD,La Pedrera Airport,La Pedrera,Colombia,-1.33,-69.58,COP,0.0003621,2839.72
1276,LQM,LQM,Caucaya Airport,Puerto Leguízamo,Colombia,-0.18,-74.77,COP,0.0003621,2839.72
1277,GLJ,GLJ,La Jagua Airport,Garzón,Colombia,2.17,-75.67,COP,0.0003621,2839.72
1278,CRC,CRC,Santa Ana Airport,Cartago,Colombia,4.7581809999999995,-75.955753,COP,0.0003621,2839.72
1279,ACR,ACR,Araracuara Airport,Araracuara,Colombia,-0.58,-72.41,COP,0.0003621,2839.72
1280,ACD,ACD,Alcides Fernandez Airport,Acandi,Colombia,8.516667,-77.3,COP,0.0003621,2839.72
1281,RVE,RVE,Los Colonizadores Airport,Saravena,Colombia,6.9166669999999995,-71.9,COP,0.0003621,2839.72
1282,LCR,LCR,La Chorrera Airport,La Chorrera,Colombia,-0.733333,-73.016667,COP,0.0003621,2839.72
1283,LMC,LMC,La Macarena,La Macarena,Colombia,2.1791669999999996,-73.7875,COP,0.0003621,2839.72
1284,VGZ,VGZ,Villa Garzon Airport,Villa Garzon,Colombia,0.9788889999999999,-76.605556,COP,0.0003621,2839.72
1285,EBG,EBG,El Bagre Airport,El Bagre,Colombia,7.596389,-74.80888900000001,COP,0.0003621,2839.72
1286,CAQ,CAQ,Juan H. White,Caucasia,Colombia,7.968333,-75.19833299999999,COP,0.0003621,2839.72
1287,COG,COG,Mandinga Airport,Condoto,Colombia,5.071667,-76.676389,COP,0.0003621,2839.72
1288,TLU,TLU,Golfo de Morrosquillo Airport,Tolu,Colombia,9.511944,-75.586389,COP,0.0003621,2839.72
1289,CPB,CPB,Capurgana Airport,Capurgana,Colombia,8.616667,-77.333333,COP,0.0003621,2839.72
1290,OTR,OTR,Coto 47,Coto 47,Costa Rica,8.601556,-82.968614,CRC,0.0017989999999999998,583.9
1291,GLF,GLF,Golfito,Golfito,Costa Rica,8.653775,-83.180544,CRC,0.0017989999999999998,583.9
1292,LIR,LIR,Daniel Oduber Quiros Intl,Liberia,Costa Rica,10.593289,-85.54440799999999,CRC,0.0017989999999999998,583.9
1293,LIO,LIO,Limon Intl,Limon,Costa Rica,9.957961,-83.022006,CRC,0.0017989999999999998,583.9
1294,NOB,NOB,Nosara,Nosara Beach,Costa Rica,9.97649,-85.65299999999999,CRC,0.0017989999999999998,583.9
1295,SJO,SJO,Juan Santamaria Intl,San Jose,Costa Rica,9.993861,-84.20880600000001,CRC,0.0017989999999999998,583.9
1296,PMZ,PMZ,Palmar Sur,Palmar Sur,Costa Rica,8.951025,-83.468583,CRC,0.0017989999999999998,583.9
1297,XQP,XQP,La Managua,Quepos,Costa Rica,9.443164,-84.129772,CRC,0.0017989999999999998,583.9
1298,PLD,PLD,Playa Samara Airport,Playa Samara,Costa Rica,10.25,-85.417,CRC,0.0017989999999999998,583.9
1299,SYQ,SYQ,Tobias Bolanos International Airport,San Jose,Costa Rica,9.957053,-84.139797,CRC,0.0017989999999999998,583.9
1300,PJM,PJM,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,8.53333,-83.3,CRC,0.0017989999999999998,583.9
1301,PBP,PBP,Islita Airport,Nandayure,Costa Rica,9.856110000000001,-85.3708,CRC,0.0017989999999999998,583.9
1302,TNO,TNO,Cabo Velas Airport,Nicoya,Costa Rica,10.3557,-85.852892,CRC,0.0017989999999999998,583.9
1303,BCL,BCL,Barra del Colorado Airport,Pococi,Costa Rica,10.768736,-83.585614,CRC,0.0017989999999999998,583.9
1304,TTQ,TTQ,Aerotortuguero Airport,Roxana,Costa Rica,10.569,-83.5148,CRC,0.0017989999999999998,583.9
1305,DRK,DRK,Drake Bay Airport,Puntarenas,Costa Rica,8.71889,-83.6417,CRC,0.0017989999999999998,583.9
1306,TMU,TMU,Tambor Airport,Nicoya,Costa Rica,9.73852,-85.0138,CRC,0.0017989999999999998,583.9
1307,FON,FON,Arenal Airport,La Fortuna/San Carlos,Costa Rica,10.478,-84.6345,CRC,0.0017989999999999998,583.9
1308,RIK,RIK,Carrillo Airport,Carrillo,Costa Rica,9.866667,-85.483333,CRC,0.0017989999999999998,583.9
1309,CSC,CSC,Codela Airport,Guapiles,Costa Rica,10.414000000000001,-85.0917,CRC,0.0017989999999999998,583.9
1310,BCA,BCA,Gustavo Rizo,Baracoa Playa,Cuba,20.365317,-74.506206,CUP,0.0427,24.3997
1311,BYM,BYM,Carlos Manuel De Cespedes,Bayamo,Cuba,20.396331,-76.621494,CUP,0.0427,24.3997
1312,AVI,AVI,Maximo Gomez,Ciego De Avila,Cuba,22.027053,-78.789617,CUP,0.0427,24.3997
1313,CFG,CFG,Jaime Gonzalez,Cienfuegos,Cuba,22.15,-80.414167,CUP,0.0427,24.3997
1314,CYO,CYO,Vilo Acuna Intl,Cayo Largo del Sur,Cuba,21.616453,-81.545989,CUP,0.0427,24.3997
1315,CMW,CMW,Ignacio Agramonte Intl,Camaguey,Cuba,21.420428,-77.847433,CUP,0.0427,24.3997
1316,SCU,SCU,Antonio Maceo Intl,Santiago De Cuba,Cuba,19.969769,-75.835414,CUP,0.0427,24.3997
1317,GAO,GAO,Mariana Grajales,Guantanamo,Cuba,20.085419,-75.158328,CUP,0.0427,24.3997
1318,HAV,HAV,Jose Marti Intl,Havana,Cuba,22.989152999999998,-82.409086,CUP,0.0427,24.3997
1319,HOG,HOG,Frank Pais Intl,Holguin,Cuba,20.785589,-76.315108,CUP,0.0427,24.3997
1320,LCL,LCL,La Coloma,La Coloma,Cuba,22.336261,-83.642111,CUP,0.0427,24.3997
1321,MOA,MOA,Orestes Acosta,Moa,Cuba,20.654114,-74.92211400000001,CUP,0.0427,24.3997
1322,MZO,MZO,Sierra Maestra,Manzanillo,Cuba,20.288172,-77.0893,CUP,0.0427,24.3997
1323,GER,GER,Rafael Cabrera,Nueva Gerona,Cuba,21.834689,-82.783819,CUP,0.0427,24.3997
1324,SNU,SNU,Abel Santamaria,Santa Clara,Cuba,22.492192000000003,-79.943611,CUP,0.0427,24.3997
1325,VRA,VRA,Juan Gualberto Gomez Intl,Varadero,Cuba,23.034445,-81.435278,CUP,0.0427,24.3997
1326,VTU,VTU,Hermanos Ameijeiras,Las Tunas,Cuba,20.987642,-76.9358,CUP,0.0427,24.3997
1327,TND,TND,Alberto Delgado Airport,Trinidad,Cuba,21.788460999999998,-79.997203,CUP,0.0427,24.3997
1328,CCC,CCC,Cayo Coco Airport,Cayo Coco,Cuba,22.5132,-78.51100000000001,CUP,0.0427,24.3997
1329,SID,SID,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,16.741389,-22.949444,CVE,0.009068999999999999,110.265
1330,BVC,BVC,Rabil,Boa Vista,Cape Verde,16.136531,-22.888897,CVE,0.009068999999999999,110.265
1331,MMO,MMO,Maio,Maio,Cape Verde,15.155928,-23.213703,CVE,0.009068999999999999,110.265
1332,SNE,SNE,Preguica,Sao Nocolau Island,Cape Verde,16.588356,-24.284656,CVE,0.009068999999999999,110.265
1333,VXE,VXE,Sao Pedro,Sao Vicente Island,Cape Verde,16.833689,-25.054661,CVE,0.009068999999999999,110.265
1334,SFL,SFL,Sao Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,14.885,-24.48,CVE,0.009068999999999999,110.265
1335,RAI,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,14.9245,-23.4935,CVE,0.009068999999999999,110.265
1336,KLV,KLV,Karlovy Vary,Karlovy Vary,Czech Republic,50.202978,12.914983,CZK,0.03667,27.311
1337,OSR,OSR,Mosnov,Ostrava,Czech Republic,49.696292,18.111053,CZK,0.03667,27.311
1338,PED,PED,Pardubice,Pardubice,Czech Republic,50.013419,15.738647,CZK,0.03667,27.311
1339,PRV,PRV,Prerov,Prerov,Czech Republic,49.425833000000004,17.404722,CZK,0.03667,27.311
1340,PRG,PRG,Ruzyne,Prague,Czech Republic,50.100833,14.26,CZK,0.03667,27.311
1341,BRQ,BRQ,Turany,Brno,Czech Republic,49.151269,16.694433,CZK,0.03667,27.311
1342,LKS,LKS,Sazena,Sazena,Czech Republic,50.1929,14.1532,CZK,0.03667,27.311
1343,XYG,XYG,Praha hlavni nadrazi,Prague,Czech Republic,50.08268921,14.43502976,CZK,0.03667,27.311
1344,XYJ,XYJ,Holesovice,Praha,Czech Republic,50.11,14.439444,CZK,0.03667,27.311
1345,JIB,JIB,Ambouli International Airport,Djibouti,Djibouti,11.5472,43.1594,DJF,0.005339,187.329
1346,OBC,OBC,Obock,Obock,Djibouti,11.968333,43.278611,DJF,0.005339,187.329
1347,TDJ,TDJ,Tadjoura,Tadjoura,Djibouti,11.783,42.917,DJF,0.005339,187.329
1348,AAR,AAR,Aarhus,Aarhus,Denmark,56.300017000000004,10.619008000000001,DKK,0.134,7.4614
1349,BLL,BLL,Billund,Billund,Denmark,55.740322,9.151778,DKK,0.134,7.4614
1350,CPH,CPH,Kastrup,Copenhagen,Denmark,55.617917000000006,12.655972,DKK,0.134,7.4614
1351,EBJ,EBJ,Esbjerg,Esbjerg,Denmark,55.52594200000001,8.553403,DKK,0.134,7.4614
1352,KRP,KRP,Karup,Karup,Denmark,56.297458,9.124628,DKK,0.134,7.4614
1353,ODE,ODE,Odense,Odense,Denmark,55.476664,10.330933,DKK,0.134,7.4614
1354,RKE,RKE,Roskilde,Copenhagen,Denmark,55.585567000000005,12.131428,DKK,0.134,7.4614
1355,RNN,RNN,Bornholm Ronne,Ronne,Denmark,55.063267,14.759557999999998,DKK,0.134,7.4614
1356,SGD,SGD,Sonderborg,Soenderborg,Denmark,54.964367,9.791731,DKK,0.134,7.4614
1357,SKS,SKS,Skrydstrup,Skrydstrup,Denmark,55.225553000000005,9.263931,DKK,0.134,7.4614
1358,TED,TED,Thisted,Thisted,Denmark,57.0688,8.705225,DKK,0.134,7.4614
1359,STA,STA,Stauning,Stauning,Denmark,55.990122,8.353906,DKK,0.134,7.4614
1360,AAL,AAL,Aalborg,Aalborg,Denmark,57.092789,9.849164,DKK,0.134,7.4614
